Serial Number,Artist,Song Name,Year,Spotify URL
SN-104,Green Carnation,Sweet Leaf,2006,https://open.spotify.com/track/2N3zRexSJptB3PTW6bBzEk
SN-105,Khymera,Burn Out,2008,https://open.spotify.com/track/1HKeQdssPo8R2lTpRwc0bx
SN-106,Allen Lande,Master Of Sorrow,2007,https://open.spotify.com/track/7KrhyFiJHgF37d73snJmSn
SN-107,Axel Rudi Pell,Where The Wild Waters Flow,2011,https://open.spotify.com/track/42AGEg8Y8s3t7Op2DFfIWz
SN-108,Black Majesty,Six Ribbons,2005,https://open.spotify.com/track/3zYZLj1nK4EBWNa7whPUP1
SN-109,Jon Lord,Pictured Within,1998,https://open.spotify.com/track/4ueaMtZGAz9p4ZMaOTo6p4
SN-110,Helloween,Hold Me In Your Arms,2013,https://open.spotify.com/track/2Gl5hGvQdSnx24gWFT8yMF
SN-111,Broken Door,Angel - Guitar Version /,2012,https://open.spotify.com/track/5pdGREbAwPNz1twEUayXyD
SN-112,Evergrey,Words Mean Nothing,2011,https://open.spotify.com/track/6Xxg7sdiUbIWU7BUiIEko5
SN-113,Dare,Strength,2016,https://open.spotify.com/track/34buUpJZqkzAEa8Hw1fSej
SN-114,Beseech,"My Darkness, Darkness",2016,https://open.spotify.com/track/4msVibUiELTWlBOmVFUjd7
SN-115,Beseech,Lost,2005,https://open.spotify.com/track/3ODz73q5YRm6SeEmQoVIVn
SN-116,Beseech,Sunset 28,2002,https://open.spotify.com/track/47FgMDsWsqYSGNUTrSLc3L
SN-117,King Company,Cast Away,2016,https://open.spotify.com/track/3R7OMydINyxFxp1PJnPHxY
SN-118,Y&T,I Believe In You,2013,https://open.spotify.com/track/34kYxkpeOpdAxvlyLanmXX
SN-119,H.E.A.T,All the Nights,2014,https://open.spotify.com/track/4R8pqxNnV2Yc9oRnvbmqES
SN-120,Lacrimas Profundere,My Chest,2013,https://open.spotify.com/track/0WoEHTH0S8GjoQvOuMYgDx
SN-121,Lacrimas Profundere,A Sigh,2013,https://open.spotify.com/track/6Gk6hAHG3tzh69NHHk6qT6
SN-122,Lacrimas Profundere,A Dead Man,2008,https://open.spotify.com/track/6VZCtp7mJu1EsBT3BfhpnX
SN-123,Dream Theater,Another Day - 2007 Remix,2008,https://open.spotify.com/track/2tHdQiwL8jrGPNDxDFiaVP
SN-124,Ray Wilson,Beach,2003,https://open.spotify.com/track/6wNQteeIAbOjv2eYMazrre
SN-125,Crystal Ball,Home Again,2016,https://open.spotify.com/track/3Ar02sgw9ohKh3sqw4tQ6F
SN-126,Crystal Ball,To Be with You Once More,2016,https://open.spotify.com/track/47NvY4pL9EctacRCGI3wAr
SN-127,Kansas,With This Heart,2016,https://open.spotify.com/track/34z9SzdDNkgMzlXrhLr8sZ
SN-128,Kansas,Refugee,2016,https://open.spotify.com/track/3rbDSOUjpCr7MAIUilHdUa
SN-129,UFO,Try Me - 2008 Remastered Version,1977,https://open.spotify.com/track/399M8cxQUGEHKkG2zIdoy8
SN-130,Arion,You're My Melody,2014,https://open.spotify.com/track/7a2tCIX9fW8Cb1GVnTxl3H
SN-131,Antimatter,Black Eyed Man,2015,https://open.spotify.com/track/0YbJ0cIQ2bxof0iXqXrkDn
SN-132,The 69 Eyes,Star Of Fate,2007,https://open.spotify.com/track/2GcUpBjMZHHAXq4AqIj9TZ
SN-133,Dokken,Walk Away - Live,1988,https://open.spotify.com/track/0ngXQj2El17nn8w9kFUSiX
SN-134,Richie Sambora,Father Time,1991,https://open.spotify.com/track/6xaeNLTVajvNTpjkkNNR6L
SN-135,Nergard,On Through the Storm,2015,https://open.spotify.com/track/5XLpXeSZwLOQjEdoMi0NFn
SN-136,Allen Lande,When Time Doesn't Heal,2007,https://open.spotify.com/track/2OOAGQvtxL0Bwur82HmQ2d
SN-137,Evergrey,The Paradox of the Flame,2016,https://open.spotify.com/track/48MR2h8i80UogosmxKu89X
SN-138,Evergrey,The Impossible,2016,https://open.spotify.com/track/5w5u917Fjv5VG3cQjDvybz
SN-139,Evergrey,Wake a Change,2014,https://open.spotify.com/track/7c94nTJFomlHAcmNCEWhA7
SN-140,Evergrey,The Aftermath,2014,https://open.spotify.com/track/5mTq9ecTpjJqRMG63i8VmH
SN-141,HammerFall,Always Will Be,2007,https://open.spotify.com/track/6paOp68MH360z85Ui98KNl
SN-142,Circus Maximus,Zero,2007,https://open.spotify.com/track/3kgJvMQI8Lel0YU2C52YiP
SN-143,Annihilator,Perfect Angel Eyes,2013,https://open.spotify.com/track/4lpLA9A9vOd6j7sTTS64b0
SN-144,Dreamland,Fade Away,2007,https://open.spotify.com/track/4PIo1ZZkZlKX3ndMR0Stx3
SN-145,Adagio,Promises,2003,https://open.spotify.com/track/6hrPhhcIDVoYPpD4qj5sGv
SN-146,Kamelot,Wander,2003,https://open.spotify.com/track/0GqyL54AdxKUTFv4hTnJ0t
SN-147,Joe Satriani,"The Forgotten, Pt. 2",1989,https://open.spotify.com/track/7FGkfzwLynwMdAVOpqYoyM
SN-148,Michael Sweet,I'll Remember You,2006,https://open.spotify.com/track/7GhUDJK9YlrVccuRjpAwlZ
SN-149,Michael Sweet,Stone,2000,https://open.spotify.com/track/5NL5NToGdpLKBhji0SLPkD
SN-150,Michael Sweet,Every Hour,2006,https://open.spotify.com/track/1p5kbYE5IiVH0g0SnxRL9i
SN-151,The Black Rain,Sugar in Poison,2012,https://open.spotify.com/track/6IqhGAuYntQjIzJFWGwnJZ
SN-152,Mono Inc.,Avalon - Unplugged,2016,https://open.spotify.com/track/3HkEIQotjBDMVys6y6q6Ui
SN-153,Joey Tempest,Elsewhere,1995,https://open.spotify.com/track/0V3zrZtttezCw7gj0YXhhY
SN-154,Triptykon,Aurorae,2014,https://open.spotify.com/track/5EehBjlQfBYKYbDVXydVpp
SN-155,Ari Koivunen,Angels Are Calling,2007,https://open.spotify.com/track/02Y1Jnj4JwRCQDzCDT6yc5
SN-156,Lindemann,That's My Heart,2015,https://open.spotify.com/track/5MgWBlKvVESxyYpRFehNhc
SN-157,Lindemann,Home Sweet Home,2015,https://open.spotify.com/track/07fK0JZ4OCbBovMn1Elrrc
SN-158,Pretty Maids,With These Eyes - Rerecorded,2014,https://open.spotify.com/track/7jThSvI5XqjYHQHaAjysq9
SN-159,Ghost,Bible,2015,https://open.spotify.com/track/5Sa96hbSpveqsMZIV5Y9no
SN-160,Survivor,Ever Since the World Began,1982,https://open.spotify.com/track/6hQPR6kNQ98TdHGXjhK5As
SN-161,Steve Perry,What Was,1998,https://open.spotify.com/track/4vF6M1cvN91O8mDZLGT6Ak
SN-162,Steve Perry,I Stand Alone,1998,https://open.spotify.com/track/3fV2qCd3qBSKLUW76eFSEs
SN-163,Richard Marx,Right Here Waiting,1989,https://open.spotify.com/track/4LFwNJWoj74Yd71fIr1W8x
SN-164,Richard Marx,Hazard,1991,https://open.spotify.com/track/1ntKYuqLlmV3sTZoNyeHhM
SN-165,Magnum,Back In Your Arms Again - newly re-recorded,2016,https://open.spotify.com/track/1pmxlU6T8gS5fc8iKKZYez
SN-166,Einherjer,Ballad of the Swords,2016,https://open.spotify.com/track/5ZOoG8vUfF0BtKRkjgWlxs
SN-167,Nazareth,Move Me,2011,https://open.spotify.com/track/1pdGcWv2RNve1c1Eg7qA8G
SN-168,Rainbow,Street Of Dreams,1983,https://open.spotify.com/track/3f4SSKS7woXgnfHmQfSLoy
SN-169,Arven,Till Death Do Us Apart,2011,https://open.spotify.com/track/3sa3qTFWVoStORsACjrekF
SN-170,Steve Hackett,Love Song to a Vampire,2015,https://open.spotify.com/track/495DUaX9oOpWOPV5ZvkGW8
SN-171,John Wetton,Hold Me Now,2015,https://open.spotify.com/track/3uI5xc4zdDw89Sr1j7qMj0
SN-172,Von Groove,Once in a Lifetime - Remastered,1992,https://open.spotify.com/track/3po99Cqcf5MTBOOAGyTt3J
SN-173,Von Groove,Arriane - Remastered,1992,https://open.spotify.com/track/7oVbP9jSMrxagyBE8Aka1z
SN-174,Von Groove,Love Keeps Bringing Me Home - Remastered,1992,https://open.spotify.com/track/4w1SGfeZqMkKD4rVN0V4db
SN-175,Johnny Lima,Feel What It's Like to Be Loved,2015,https://open.spotify.com/track/0LCTBpnczSD99nibUnop4R
SN-176,Fish,Cliche,1990,https://open.spotify.com/track/53c4gcV0FBKxo9HHAxrK9s
SN-177,Green Carnation,Six Ribbons,2006,https://open.spotify.com/track/1TT4ZHhI5eWZwlLz6F9VcW
SN-178,King King,Rush Hour - Live,2016,https://open.spotify.com/track/3lFKlJIJaKP8QrMZI2p1Pw
SN-179,King King,Jealousy - Live,2016,https://open.spotify.com/track/06wwlFmhJbYlHICGjJNh3z
SN-180,Lynyrd Skynyrd,Simple Man,1973,https://open.spotify.com/track/6kZFIsYCBeuH0f1zGk1UoM
SN-181,Lynyrd Skynyrd,Tuesday's Gone,1973,https://open.spotify.com/track/6cH0xQ4LTCUg4HIBQPUb84
SN-182,Orphaned Land,A Tree Without No Fruit - Sarah,2016,https://open.spotify.com/track/107gRtcUmnvky6Mok1XJOu
SN-183,Orphaned Land,Brother,2013,https://open.spotify.com/track/0c5hYD4v4BsOA478IzJlUr
SN-184,Helldorado,Johnny´s Song,2013,https://open.spotify.com/track/2mi9MjJiIQGVOeV20xY4zc
SN-185,The Pineapple Thief,No Man's Land,2016,https://open.spotify.com/track/13HqJNcwoVe9HhlEtkhU1y
SN-186,Antimatter,Epitaph,2015,https://open.spotify.com/track/1TPGMpD6ZtLaO5rvtqZ37t
SN-187,HIM,Gone With The Sin,1999,https://open.spotify.com/track/2mmdW1jGi9aV4vOuR50cH7
